PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_up.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_2050	chr5	44868936	44868936	+	6.64303	NA	Intergenic	Intergenic	59989	NM_016640	10884	Hs.124165	NM_016640	ENSG00000112996	MRPS30	MRP-S30|PAP|PDCD9|S30mt	mitochondrial ribosomal protein S30	protein-coding
master_peak_1170	chr5	22908508	22908508	+	6.61831	NA	Intergenic	L3|LINE|CR1	-55164	NM_001364105	1010	Hs.113684	NM_004061	ENSG00000154162	CDH12	CDHB	cadherin 12	protein-coding
master_peak_8170	chr5	175640903	175640903	+	6.49741	NA	Intergenic	Intergenic	-17168	NM_001131055	3274	Hs.247885	NM_022304	ENSG00000113749	HRH2	H2R|HH2R	histamine receptor H2	protein-coding
master_peak_4471	chr5	100520732	100520732	+	6.47387	NA	Intergenic	L1PB1|LINE|L1	-14642	NM_198507	345757	Hs.356108	NM_198507	ENSG00000174132	FAM174A	HGS_RE408|NS5ATP6|TMEM157|UNQ1912	family with sequence similarity 174 member A	protein-coding
master_peak_1192	chr5	23840458	23840458	+	6.33265	NA	Intergenic	Intergenic	-110890	NR_131245	439936	Hs.638078	NR_131245	ENSG00000248874	C5orf17	-	chromosome 5 open reading frame 17 (putative)	ncRNA
master_peak_6298	chr5	140391565	140391565	+	6.28198	NA	Intergenic	Intergenic	-10249	NM_020690	404734	Hs.594084	NM_020690	ENSG00000254996	ANKHD1-EIF4EBP3	MASK-BP3|MASK-BP3ARF	ANKHD1-EIF4EBP3 readthrough	protein-coding
master_peak_8267	chr5	176956351	176956351	+	6.14206	NA	intron (NM_016290, intron 7 of 14)	intron (NM_016290, intron 7 of 14)	50091	NM_016290	51720	Hs.232721	NM_016290	ENSG00000087206	UIMC1	RAP80|X2HRIP110	ubiquitin interaction motif containing 1	protein-coding
master_peak_6029	chr5	136710548	136710548	+	6.094	NA	Intergenic	AluY|SINE|Alu	-345072	NM_001167577	57113	Hs.591263	NM_020389	ENSG00000069018	TRPC7	TRP7	transient receptor potential cation channel subfamily C member 7	protein-coding
master_peak_7992	chr5	172370997	172370997	+	5.94112	NA	intron (NM_001017995, intron 6 of 12)	intron (NM_001017995, intron 6 of 12)	83526	NM_001308175	285590	Hs.285666	NM_001017995	ENSG00000174705	SH3PXD2B	FAD49|FTHS|HOFI|KIAA1295|TKS4|TSK4	SH3 and PX domains 2B	protein-coding
master_peak_8221	chr5	176406128	176406128	+	5.85529	NA	3' UTR (NM_001364127, exon 3 of 3)	3' UTR (NM_001364127, exon 3 of 3)	4695	NM_001364126	1212	Hs.484241	NM_001834	ENSG00000175416	CLTB	LCB	clathrin light chain B	protein-coding
master_peak_5929	chr5	135058870	135058870	+	5.73804	NA	intron (NR_161235, intron 2 of 5)	intron (NR_161235, intron 2 of 5)	-18823	NR_105049	101927953	Hs.436898	NR_105049	ENSG00000249082	C5orf66-AS1	Epist	C5orf66 antisense RNA 1	ncRNA
master_peak_1271	chr5	28015458	28015458	+	5.7379	NA	Intergenic	THE1B-int|LTR|ERVL-MaLR	272207	NR_134265	105374698	Hs.124461	NR_134265	ENSG00000249785	LINC02103	-	long intergenic non-protein coding RNA 2103	ncRNA
master_peak_1745	chr5	38649207	38649207	+	5.66042	NA	intron (NR_103554, intron 6 of 8)	intron (NR_103554, intron 6 of 8)	-53802	NM_002310	3977	Hs.133421	NM_002310	ENSG00000113594	LIFR	CD118|LIF-R|SJS2|STWS|SWS	LIF receptor subunit alpha	protein-coding
master_peak_6045	chr5	137017374	137017374	+	5.61426	NA	intron (NM_004598, intron 6 of 10)	intron (NM_004598, intron 6 of 10)	-110823	NR_134246	105379192	Hs.124611	NR_134246		LOC105379192	-	uncharacterized LOC105379192	ncRNA
master_peak_2955	chr5	67425940	67425940	+	5.61193	NA	Intergenic	L1MA9|LINE|L1	220849	NR_147169	105379006		NR_147169	ENSG00000249736	LINC02242	-	long intergenic non-protein coding RNA 2242	ncRNA
master_peak_198	chr5	2105632	2105632	+	5.58687	NA	Intergenic	Intergenic	206569	NR_104616	100506858	Hs.445071	NR_104616		LOC100506858	-	uncharacterized LOC100506858	ncRNA
master_peak_4912	chr5	112065467	112065467	+	5.36834	NA	Intergenic	L4_A_Mam|LINE|RTE-X	-88535	NM_001142474	9315	Hs.36053	NM_004772	ENSG00000134986	NREP	C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17	neuronal regeneration related protein	protein-coding
master_peak_6424	chr5	142116288	142116288	+	5.23632	NA	intron (NM_030571, intron 1 of 7)	intron (NM_030571, intron 1 of 7)	7509	NM_030571	80762	Hs.9788	NM_030571	ENSG00000131507	NDFIP1	N4WBP5	Nedd4 family interacting protein 1	protein-coding
master_peak_6181	chr5	139061773	139061773	+	5.18103	NA	intron (NM_022464, intron 3 of 9)	intron (NM_022464, intron 3 of 9)	136595	NM_001037633	64374	Hs.483521	NM_022464	ENSG00000120725	SIL1	BAP|MSS|ULG5	SIL1 nucleotide exchange factor	protein-coding
master_peak_5386	chr5	124264307	124264307	+	5.13268	NA	intron (NR_125774, intron 4 of 5)	intron (NR_125774, intron 4 of 5)	174213	NR_125774	103724389	Hs.582211	NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
master_peak_7166	chr5	154461930	154461930	+	5.12203	NA	TTS (NM_001131062)	TTS (NM_001131062)	15933	NM_001131062	79685	Hs.592566	NM_024632	ENSG00000164576	SAP30L	NS4ATP2	SAP30 like	protein-coding
master_peak_1193	chr5	24059396	24059396	+	5.1099	NA	intron (NR_131245, intron 4 of 4)	ERVL-E-int|LTR|ERVL	108048	NR_131245	439936	Hs.638078	NR_131245	ENSG00000248874	C5orf17	-	chromosome 5 open reading frame 17 (putative)	ncRNA
master_peak_1197	chr5	24171489	24171489	+	5.0404	NA	intron (NR_131245, intron 4 of 4)	intron (NR_131245, intron 4 of 4)	220141	NR_131245	439936	Hs.638078	NR_131245	ENSG00000248874	C5orf17	-	chromosome 5 open reading frame 17 (putative)	ncRNA
master_peak_6332	chr5	140841376	140841376	+	5.0116	NA	promoter-TSS (NM_031856)	promoter-TSS (NM_031856)	54	NM_031856	56140	Hs.199343	NM_018911	ENSG00000204962	PCDHA8	PCDH-ALPHA8	protocadherin alpha 8	protein-coding
master_peak_5457	chr5	125846685	125846685	+	4.95946	NA	Intergenic	Intergenic	-332892	NR_105042	102546228	Hs.582529	NR_105042	ENSG00000248107	LINC02039	-	long intergenic non-protein coding RNA 2039	ncRNA
master_peak_4054	chr5	91500368	91500368	+	4.87397	NA	Intergenic	Intergenic	-117051	NM_001329672	57561	Hs.24684	NM_020801	ENSG00000113369	ARRDC3	TLIMP	arrestin domain containing 3	protein-coding
master_peak_1198	chr5	24223341	24223341	+	4.78699	NA	Intergenic	AluY|SINE|Alu	271993	NR_131245	439936	Hs.638078	NR_131245	ENSG00000248874	C5orf17	-	chromosome 5 open reading frame 17 (putative)	ncRNA
master_peak_5418	chr5	124950167	124950167	+	4.68898	NA	Intergenic	Intergenic	-86664	NR_109882	101927421	Hs.121305	NR_109882		LOC101927421	-	uncharacterized LOC101927421	ncRNA
master_peak_3814	chr5	86813226	86813226	+	4.65545	NA	Intergenic	Intergenic	66408	NR_105017	100505878	Hs.246405	NR_105017		LINC02059	-	long intergenic non-protein coding RNA 2059	ncRNA
master_peak_4479	chr5	100698370	100698370	+	4.65545	NA	Intergenic	Intergenic	118195	NR_031686	100302288		NR_031686	ENSG00000221263	MIR548P	MIRN548P|hsa-mir-548p	microRNA 548p	ncRNA
master_peak_5722	chr5	131899023	131899023	+	4.63246	NA	intron (NM_001303622, intron 8 of 12)	L1P2|LINE|L1	46640	NM_001303622	728637	Hs.631802	NM_001278059	ENSG00000239642	MEIKIN	-	meiotic kinetochore factor	protein-coding
master_peak_2471	chr5	58035102	58035102	+	4.62431	NA	Intergenic	Intergenic	87239	NR_104669	101928569	Hs.319708	NR_104669		LINC02101	-	long intergenic non-protein coding RNA 2101	ncRNA
master_peak_8053	chr5	173165484	173165484	+	4.60369	NA	Intergenic	MIRb|SINE|MIR	20953	NM_001205	662	Hs.145726	NM_001205	ENSG00000113734	BNIP1	NIP1|SEC20|TRG-8	BCL2 interacting protein 1	protein-coding
master_peak_5763	chr5	132343059	132343059	+	4.58184	NA	intron (NM_003059, intron 9 of 9)	MER21C|LTR|ERVL	22540	NR_037500	100500865		NR_037500	ENSG00000263597	MIR3936	mir-3936	microRNA 3936	ncRNA
master_peak_5220	chr5	120502776	120502776	+	4.54925	NA	intron (NM_016644, intron 2 of 2)	intron (NM_016644, intron 2 of 2)	-28688	NM_001308088	51334	Hs.157461	NM_016644	ENSG00000184838	PRR16	DSC54|LARGEN	proline rich 16	protein-coding
master_peak_3714	chr5	83313527	83313527	+	4.53343	NA	intron (NM_022550, intron 7 of 7)	Tigger1|DNA|TcMar-Tigger	-158147	NM_001164097	1462	Hs.643801	NM_004385	ENSG00000038427	VCAN	CSPG2|ERVR|GHAP|PG-M|WGN|WGN1	versican	protein-coding
master_peak_4143	chr5	93654072	93654072	+	4.46813	NA	intron (NM_032042, intron 10 of 10)	L2c|LINE|L2	-33284	NR_031754	100313887		NR_031754	ENSG00000284336	MIR2277	mir-2277	microRNA 2277	ncRNA
master_peak_1195	chr5	24141257	24141257	+	4.3415	NA	intron (NR_131245, intron 4 of 4)	MER61A|LTR|ERV1	189909	NR_131245	439936	Hs.638078	NR_131245	ENSG00000248874	C5orf17	-	chromosome 5 open reading frame 17 (putative)	ncRNA
master_peak_4786	chr5	109352801	109352801	+	4.27006	NA	intron (NM_014819, intron 7 of 9)	intron (NM_014819, intron 7 of 9)	-26432	NR_149040	285638	Hs.532104	NR_149040	ENSG00000249476	LOC285638	-	uncharacterized LOC285638	ncRNA
master_peak_1130	chr5	21121497	21121497	+	4.20672	NA	Intergenic	MLT1J1|LTR|ERVL-MaLR	-337983	NR_027028	728411	Hs.88181	NM_207331	ENSG00000183666	GUSBP1	-	GUSB pseudogene 1	pseudo
master_peak_2467	chr5	57951056	57951056	+	4.15128	NA	Intergenic	LTR16A|LTR|ERVL	-51894	NR_109900	101928539	Hs.639385	NR_109900	ENSG00000249584	LINC02225	-	long intergenic non-protein coding RNA 2225	ncRNA
master_peak_8144	chr5	175132877	175132877	+	4.15128	NA	Intergenic	MIRb|SINE|MIR	-137146	NR_046113	441116	Hs.533036	NM_001004348	ENSG00000204754	LINC01951	-	long intergenic non-protein coding RNA 1951	ncRNA
master_peak_7704	chr5	166837484	166837484	+	4.11495	NA	Intergenic	L2a|LINE|L2	88886	NR_108020	102557615		NR_108020	ENSG00000254130	LINC01947	CTB-7E3.1	long intergenic non-protein coding RNA 1947	ncRNA
master_peak_4353	chr5	97522101	97522101	+	4.08004	NA	intron (NR_105028, intron 2 of 3)	AluSq2|SINE|Alu	17405	NR_105028	102546227	Hs.582516	NR_105028	ENSG00000250331	LINC01340	-	long intergenic non-protein coding RNA 1340	ncRNA
master_peak_1661	chr5	37400973	37400973	+	4.04184	NA	intron (NM_001345998, intron 5 of 17)	intron (NM_001345998, intron 5 of 17)	21655	NM_001345998	55100	Hs.213690	NM_018034	ENSG00000082068	WDR70	-	WD repeat domain 70	protein-coding
master_peak_5389	chr5	124316455	124316455	+	3.99127	NA	intron (NR_125774, intron 4 of 5)	intron (NR_125774, intron 4 of 5)	122065	NR_125774	103724389	Hs.582211	NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
master_peak_317	chr5	5488171	5488171	+	3.96569	NA	intron (NM_015325, intron 18 of 18)	intron (NM_015325, intron 18 of 18)	65494	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
master_peak_4059	chr5	91651921	91651921	+	3.93799	NA	Intergenic	L1PB4|LINE|L1	-268604	NM_001329672	57561	Hs.24684	NM_020801	ENSG00000113369	ARRDC3	TLIMP	arrestin domain containing 3	protein-coding
master_peak_8321	chr5	177702964	177702964	+	3.79789	NA	Intergenic	MSTA-int|LTR|ERVL-MaLR	-30687	NR_026921	202181	Hs.189914	NR_026921		LOC202181	-	SUMO interacting motifs containing 1 pseudogene	pseudo
master_peak_2963	chr5	67765842	67765842	+	3.73977	NA	Intergenic	Intergenic	-27371	NR_130779	101928858	Hs.334066	NR_130779	ENSG00000249364	LOC101928858	-	uncharacterized LOC101928858	ncRNA
master_peak_1189	chr5	23719823	23719823	+	3.73382	NA	Intergenic	AluSg|SINE|Alu	212168	NM_001310214	56979	Hs.283096	NM_020227	ENSG00000164256	PRDM9	KMT8B|MEISETZ|MSBP3|PFM6|ZNF899	PR/SET domain 9	protein-coding
master_peak_2393	chr5	56596618	56596618	+	3.67438	NA	intron (NR_161255, intron 1 of 5)	Tigger1|DNA|TcMar-Tigger	9638	NR_161255	101928448	Hs.208052	NM_001287053	ENSG00000225940	C5orf67	-	chromosome 5 open reading frame 67	ncRNA
master_peak_190	chr5	1976271	1976271	+	3.64949	NA	Intergenic	UCON105|Unknown|Unknown	88940	NR_109912	101929081	Hs.519180	NR_109912	ENSG00000249326	CTD-2194D22.4	-	uncharacterized LOC101929081	ncRNA
master_peak_3985	chr5	90305013	90305013	+	3.5848	NA	Intergenic	Intergenic	-14942	NR_120601	101929495	Hs.346679	NR_120601		LINC01339	-	long intergenic non-protein coding RNA 1339	ncRNA
master_peak_5859	chr5	133989910	133989910	+	3.5383	NA	intron (NM_003374, intron 5 of 8)	AluSp|SINE|Alu	14858	NR_036624	7416	Hs.519320	NM_003374	ENSG00000213585	VDAC1	PORIN|VDAC-1	voltage dependent anion channel 1	protein-coding
master_peak_3437	chr5	78117180	78117180	+	3.45983	NA	intron (NM_003664, intron 17 of 26)	L2a|LINE|L2	158933	NR_105013	101929154	Hs.252895	NR_105012		LOC101929154	-	uncharacterized LOC101929154	ncRNA
master_peak_7460	chr5	160336077	160336077	+	3.38859	NA	intron (NR_131769, intron 1 of 7)	L2a|LINE|L2	3515	NR_131769	79616	Hs.14070	NM_024565	ENSG00000135083	CCNJL	-	cyclin J like	protein-coding
master_peak_4109	chr5	93118148	93118148	+	3.38429	NA	Intergenic	Intergenic	453195	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_3511	chr5	79270124	79270124	+	3.37384	NA	intron (NM_152405, intron 1 of 10)	L1MC3|LINE|L1	33993	NM_152405	133746	Hs.482605	NM_152405	ENSG00000152409	JMY	WHAMM2|WHDC1L3	junction mediating and regulatory protein, p53 cofactor	protein-coding
master_peak_4357	chr5	97619126	97619126	+	3.20071	NA	intron (NR_105028, intron 2 of 3)	L1PA15|LINE|L1	114430	NR_105028	102546227	Hs.582516	NR_105028	ENSG00000250331	LINC01340	-	long intergenic non-protein coding RNA 1340	ncRNA
master_peak_7357	chr5	158679478	158679478	+	3.11298	NA	Intergenic	Intergenic	-269705	NR_109888	101927697	Hs.483960	NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
master_peak_5262	chr5	121834448	121834448	+	3.11008	NA	Intergenic	MER91A|DNA|hAT-Tip100	-17434	NM_177478	94033	Hs.105324	NM_177478	ENSG00000181867	FTMT	MTF	ferritin mitochondrial	protein-coding
master_peak_5039	chr5	115142518	115142518	+	3.06583	NA	intron (NM_001300752, intron 3 of 8)	intron (NM_001300752, intron 3 of 8)	27390	NM_001300759	55521	Hs.519514	NM_018700	ENSG00000152503	TRIM36	ANPH|HAPRIN|RBCC728|RNF98	tripartite motif containing 36	protein-coding
master_peak_1126	chr5	20895038	20895038	+	3.04445	NA	intron (NR_149120, intron 5 of 11)	THE1C-int|LTR|ERVL-MaLR	-279503	NR_147185	105374677		NR_147185		LINC02146	-	long intergenic non-protein coding RNA 2146	ncRNA
master_peak_4949	chr5	112899970	112899970	+	2.99228	NA	intron (NM_005669, intron 3 of 4)	Tigger4a|DNA|TcMar-Tigger	22257	NM_005669	7905	Hs.429608	NM_005669	ENSG00000129625	REEP5	C5orf18|D5S346|DP1|TB2|YOP1|Yip2e	receptor accessory protein 5	protein-coding
master_peak_3145	chr5	72753267	72753267	+	2.95075	NA	Intergenic	MLT1F|LTR|ERVL-MaLR	-63324	NM_002270	3842	Hs.482497	NM_002270	ENSG00000083312	TNPO1	IPO2|KPNB2|MIP|MIP1|TRN	transportin 1	protein-coding
master_peak_1025	chr5	18056830	18056830	+	2.95075	NA	Intergenic	GA-rich|Low_complexity|Low_complexity	249556	NR_134286	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_5267	chr5	122041324	122041324	+	2.84642	NA	Intergenic	L2|LINE|L2	35850	NM_001317073	4015	Hs.102267	NM_002317	ENSG00000113083	LOX	AAT10	lysyl oxidase	protein-coding
master_peak_6080	chr5	137511204	137511204	+	2.84341	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-11878	NM_004598	6695	Hs.596136	NM_004598	ENSG00000152377	SPOCK1	SPOCK|TESTICAN|TIC1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	protein-coding
master_peak_2069	chr5	45374933	45374933	+	2.69858	NA	intron (NM_021072, intron 4 of 7)	L1P4|LINE|L1	321447	NM_021072	348980	Hs.353176	NM_021072	ENSG00000164588	HCN1	BCNG-1|BCNG1|EIEE24|HAC-2	hyperpolarization activated cyclic nucleotide gated potassium channel 1	protein-coding
master_peak_2981	chr5	68148559	68148559	+	2.62744	NA	Intergenic	LTR78|LTR|ERV1	-41317	NR_105003	102467655	Hs.544102	NR_105003	ENSG00000253787	LINC02219	-	long intergenic non-protein coding RNA 2219	ncRNA
master_peak_5165	chr5	119226352	119226352	+	2.58683	NA	intron (NM_001290321, intron 38 of 43)	intron (NM_001290321, intron 38 of 43)	-42407	NM_001077654	25816	Hs.618488	NM_014350	ENSG00000145779	TNFAIP8	GG2-1|MDC-3.13|NDED|SCC-S2|SCCS2	TNF alpha induced protein 8	protein-coding
master_peak_1165	chr5	22386135	22386135	+	2.46266	NA	intron (NM_001364104, intron 2 of 13)	AluSp|SINE|Alu	-172285	NM_001364108	1010	Hs.113684	NM_004061	ENSG00000154162	CDH12	CDHB	cadherin 12	protein-coding
master_peak_1325	chr5	30544435	30544435	+	2.38824	NA	Intergenic	L1MA3|LINE|L1	-649251	NM_001362435	1004	Hs.124776	NM_004932	ENSG00000113361	CDH6	CAD6|KCAD	cadherin 6	protein-coding
master_peak_8421	chr5	179852542	179852542	+	2.33314	NA	intron (NM_016175, intron 2 of 6)	L2a|LINE|L2	6275	NM_001017987	51149	Hs.741169	NM_016175	ENSG00000161010	MRNIP	C5orf45	MRN complex interacting protein	protein-coding
master_peak_7598	chr5	163815506	163815506	+	2.27945	NA	Intergenic	Intergenic	309887	NM_013283	27430	Hs.54642	NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase 2B	protein-coding
master_peak_5623	chr5	129238239	129238239	+	2.27496	NA	Intergenic	Intergenic	140551	NR_039776	100616175		NR_039776	ENSG00000264563	MIR4633	-	microRNA 4633	ncRNA
master_peak_6102	chr5	137871122	137871122	+	2.24973	NA	intron (NM_006790, intron 2 of 9)	intron (NM_006790, intron 2 of 9)	3262	NM_001300911	9499	Hs.84665	NM_006790	ENSG00000120729	MYOT	LGMD1|LGMD1A|MFM3|TTID|TTOD	myotilin	protein-coding
master_peak_5373	chr5	124013263	124013263	+	2.19797	NA	Intergenic	Intergenic	425257	NR_125774	103724389	Hs.582211	NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
master_peak_4860	chr5	111299373	111299373	+	2.03329	NA	intron (NM_001744, intron 1 of 10)	LTR18A|LTR|ERVL	74989	NM_001323376	814	Hs.438801	NM_001744	ENSG00000152495	CAMK4	CaMK IV|CaMK-GR|CaMKIV|caMK	calcium/calmodulin dependent protein kinase IV	protein-coding
master_peak_8066	chr5	173355045	173355045	+	2.02974	NA	Intergenic	Intergenic	7590	NR_107023	102465862		NR_107023	ENSG00000274994	MIR8056	hsa-mir-8056	microRNA 8056	ncRNA
master_peak_8470	chr5	180745879	180745879	+	1.88456	NA	Intergenic	Intergenic	-5821	NM_001001657	134083	Hs.554719	NM_001001657	ENSG00000174339	OR2Y1	OR5-2	olfactory receptor family 2 subfamily Y member 1	protein-coding
master_peak_196	chr5	2067709	2067709	+	1.70415	NA	Intergenic	Intergenic	180378	NR_109912	101929081	Hs.519180	NR_109912	ENSG00000249326	CTD-2194D22.4	-	uncharacterized LOC101929081	ncRNA
master_peak_56	chr5	506634	506634	+	1.63546	NA	intron (NM_001284351, intron 1 of 16)	intron (NM_001284351, intron 1 of 16)	17815	NM_001284351	6550	Hs.658120	NM_004174	ENSG00000066230	SLC9A3	DIAR8|NHE-3|NHE3	solute carrier family 9 member A3	protein-coding
master_peak_7698	chr5	166700605	166700605	+	1.56851	NA	Intergenic	Intergenic	225765	NR_108020	102557615		NR_108020	ENSG00000254130	LINC01947	CTB-7E3.1	long intergenic non-protein coding RNA 1947	ncRNA
master_peak_2326	chr5	55499526	55499526	+	1.46946	NA	intron (NR_103485, intron 1 of 6)	intron (NR_103485, intron 1 of 6)	9400	NR_049869	100847019		NR_049869	ENSG00000265135	MIR5687	-	microRNA 5687	ncRNA
master_peak_1196	chr5	24162521	24162521	+	1.34578	NA	intron (NR_131245, intron 4 of 4)	intron (NR_131245, intron 4 of 4)	211173	NR_131245	439936	Hs.638078	NR_131245	ENSG00000248874	C5orf17	-	chromosome 5 open reading frame 17 (putative)	ncRNA
