PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_down.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_7232	chr5	156327202	156327202	+	34.4074	NA	promoter-TSS (NM_172244)	promoter-TSS (NM_172244)	38	NM_001128209	6444	Hs.387207	NM_000337	ENSG00000170624	SGCD	35DAG|CMD1L|DAGD|LGMDR6|SG-delta|SGCDP|SGD	sarcoglycan delta	protein-coding
master_peak_520	chr5	9652680	9652680	+	34.3656	NA	intron (NR_027112, intron 11 of 12)	MLT1J2|LTR|ERVL-MaLR	-22329	NM_019599	50834	Hs.567492	NM_019599	ENSG00000169777	TAS2R1	T2R1|TRB7	taste 2 receptor member 1	protein-coding
master_peak_7497	chr5	161086906	161086906	+	34.1737	NA	Intergenic	Intergenic	-148280	NR_151858	285629	Hs.554279	NR_027111	ENSG00000253417	LINC02159	-	long intergenic non-protein coding RNA 2159	ncRNA
master_peak_446	chr5	8521325	8521325	+	33.6289	NA	Intergenic	Intergenic	60400	NR_039663	100616142		NR_039663	ENSG00000284000	MIR4458	mir-4458	microRNA 4458	ncRNA
master_peak_7586	chr5	163566229	163566229	+	33.5505	NA	Intergenic	Intergenic	60610	NM_013283	27430	Hs.54642	NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase 2B	protein-coding
master_peak_5026	chr5	114884447	114884447	+	33.2935	NA	Intergenic	Intergenic	-111034	NR_130785	101927078	Hs.160027	NR_130785		LOC101927078	-	uncharacterized LOC101927078	ncRNA
master_peak_7215	chr5	155403324	155403324	+	33.1779	NA	Intergenic	L1PBa|LINE|L1	389569	NM_001099293	285643	Hs.567824	NM_001099293	ENSG00000226650	KIF4B	-	kinesin family member 4B	protein-coding
master_peak_5041	chr5	115180519	115180519	+	32.9004	NA	promoter-TSS (NM_001017397)	promoter-TSS (NM_001017397)	27	NM_001017398	55521	Hs.519514	NM_018700	ENSG00000152503	TRIM36	ANPH|HAPRIN|RBCC728|RNF98	tripartite motif containing 36	protein-coding
master_peak_7596	chr5	163760973	163760973	+	32.8529	NA	Intergenic	Intergenic	255354	NM_013283	27430	Hs.54642	NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase 2B	protein-coding
master_peak_5145	chr5	118549158	118549158	+	32.8288	NA	intron (NR_104610, intron 1 of 9)	intron (NR_104610, intron 1 of 9)	12959	NR_104610	101927280	Hs.543951	NR_104610		LINC02208	HRAT56	long intergenic non-protein coding RNA 2208	ncRNA
master_peak_6703	chr5	147169041	147169041	+	32.6538	NA	Intergenic	Intergenic	65818	NR_147190	105378217	Hs.162649	NR_147190		STK32A-AS1	-	STK32A antisense RNA 1	ncRNA
master_peak_426	chr5	8230296	8230296	+	32.6102	NA	Intergenic	Intergenic	227268	NR_039984	729506	Hs.566412	NR_039984	ENSG00000245729	LINC02226	-	long intergenic non-protein coding RNA 2226	ncRNA
master_peak_6700	chr5	147085161	147085161	+	32.5467	NA	Intergenic	Intergenic	-3641	NM_001271900	5521	Hs.627618	NM_181674	ENSG00000156475	PPP2R2B	B55BETA|PP2AB55BETA|PP2ABBETA|PP2APR55B|PP2APR55BETA|PR2AB55BETA|PR2ABBETA|PR2APR55BETA|PR52B|PR55-BETA|PR55BETA|SCA12	protein phosphatase 2 regulatory subunit Bbeta	protein-coding
master_peak_6598	chr5	145342282	145342282	+	32.3013	NA	Intergenic	L1M2|LINE|L1	493060	NM_205846	153768	Hs.314261	NM_138492	ENSG00000186314	PRELID2	-	PRELI domain containing 2	protein-coding
master_peak_2712	chr5	61993889	61993889	+	32.2262	NA	Intergenic	Intergenic	-258191	NR_105000	100506526	Hs.662277	NR_105000		C5orf64-AS1	-	C5orf64 antisense RNA 1	ncRNA
master_peak_8383	chr5	179209922	179209922	+	32.1338	NA	intron (NM_014244, intron 3 of 21)	intron (NM_014244, intron 3 of 21)	135539	NM_014244	9509	Hs.23871	NM_014244	ENSG00000087116	ADAMTS2	ADAM-TS2|ADAMTS-2|ADAMTS-3|EDSDERMS|NPI|PC I-NP|PCI-NP|PCINP|PCPNI|PNPI	ADAM metallopeptidase with thrombospondin type 1 motif 2	protein-coding
master_peak_7240	chr5	156476229	156476229	+	31.5239	NA	intron (NM_001128209, intron 2 of 7)	intron (NM_001128209, intron 2 of 7)	149065	NM_001128209	6444	Hs.387207	NM_000337	ENSG00000170624	SGCD	35DAG|CMD1L|DAGD|LGMDR6|SG-delta|SGCDP|SGD	sarcoglycan delta	protein-coding
master_peak_5601	chr5	128632582	128632582	+	31.1854	NA	Intergenic	HERVL-int|LTR|ERVL	-94337	NM_001999	2201	Hs.519294	NM_001999	ENSG00000138829	FBN2	CCA|DA9|EOMD	fibrillin 2	protein-coding
master_peak_4825	chr5	110361802	110361802	+	30.9924	NA	Intergenic	(T)n|Simple_repeat|Simple_repeat	152113	NR_031644	100302159		NR_031644	ENSG00000221436	MIR548F3	MIR548F-3|MIRN548F3|hsa-mir-548f-3	microRNA 548f-3	ncRNA
master_peak_5028	chr5	115007980	115007980	+	30.7849	NA	Intergenic	Intergenic	161928	NM_001300759	55521	Hs.519514	NM_018700	ENSG00000152503	TRIM36	ANPH|HAPRIN|RBCC728|RNF98	tripartite motif containing 36	protein-coding
master_peak_7131	chr5	153783022	153783022	+	30.4314	NA	intron (NR_047578, intron 12 of 13)	intron (NR_047578, intron 12 of 13)	115965	NR_146729	105378238	Hs.590229	NR_146729	ENSG00000251183	LINC01861	-	long intergenic non-protein coding RNA 1861	ncRNA
master_peak_531	chr5	9863909	9863909	+	30.116	NA	intron (NR_027112, intron 4 of 12)	intron (NR_027112, intron 4 of 12)	9532	NR_147004	105374648	Hs.158853	NR_147004		LINC02221	-	long intergenic non-protein coding RNA 2221	ncRNA
master_peak_7637	chr5	165130960	165130960	+	29.8334	NA	Intergenic	L1ME2|LINE|L1	660681	NR_105065	102546299	Hs.437730	NR_105065	ENSG00000241956	LOC102546299	-	uncharacterized LOC102546299	ncRNA
master_peak_2655	chr5	61252848	61252848	+	29.2169	NA	non-coding (NR_146624, exon 2 of 3)	non-coding (NR_146624, exon 2 of 3)	12081	NR_146624	105378992	Hs.621682	NR_146624	ENSG00000249279	LINC02057	-	long intergenic non-protein coding RNA 2057	ncRNA
master_peak_7538	chr5	162372648	162372648	+	28.3043	NA	Intergenic	Intergenic	305006	NM_000816	2566	Hs.7195	NM_000816	ENSG00000113327	GABRG2	CAE2|ECA2|EIEE74|FEB8|GEFSP3	gamma-aminobutyric acid type A receptor gamma2 subunit	protein-coding
master_peak_4844	chr5	110901215	110901215	+	28.0239	NA	Intergenic	Intergenic	162208	NM_001303249	91137	Hs.75639	NM_138773	ENSG00000164209	SLC25A46	HMSN6B	solute carrier family 25 member 46	protein-coding
master_peak_7824	chr5	169161554	169161554	+	27.8548	NA	intron (NM_003062, intron 4 of 35)	intron (NM_003062, intron 4 of 35)	102140	NR_030311	693170		NR_030311	ENSG00000207619	MIR585	MIRN585|hsa-mir-585|mir-585	microRNA 585	ncRNA
master_peak_534	chr5	9893093	9893093	+	27.7784	NA	intron (NR_027112, intron 2 of 12)	MER5B|DNA|hAT-Charlie	10731	NR_027112	285692	Hs.651487	NR_027112	ENSG00000249781	LINC02112	-	long intergenic non-protein coding RNA 2112	ncRNA
master_peak_3922	chr5	88889760	88889760	+	27.6906	NA	promoter-TSS (NM_001364330)	promoter-TSS (NM_001364330)	147	NR_136220	101929423	Hs.130138	NR_104031	ENSG00000248309	MEF2C-AS1	-	MEF2C antisense RNA 1	ncRNA
master_peak_4823	chr5	110289225	110289225	+	26.7518	NA	Intergenic	Intergenic	224690	NR_031644	100302159		NR_031644	ENSG00000221436	MIR548F3	MIR548F-3|MIRN548F3|hsa-mir-548f-3	microRNA 548f-3	ncRNA
master_peak_427	chr5	8247671	8247671	+	26.3693	NA	Intergenic	Intergenic	209893	NR_039984	729506	Hs.566412	NR_039984	ENSG00000245729	LINC02226	-	long intergenic non-protein coding RNA 2226	ncRNA
master_peak_3337	chr5	76083615	76083615	+	26.113	NA	intron (NM_014979, intron 1 of 12)	CpG	232	NM_001297716	22987	Hs.646953	NM_014979	ENSG00000122012	SV2C	-	synaptic vesicle glycoprotein 2C	protein-coding
master_peak_6951	chr5	150302943	150302943	+	25.9564	NA	promoter-TSS (NM_001012301)	promoter-TSS (NM_001012301)	-38	NM_001012301	340075	Hs.591252	NM_001012301	ENSG00000183876	ARSI	ASI|SPG66	arylsulfatase family member I	protein-coding
master_peak_1425	chr5	32934067	32934067	+	25.8718	NA	Intergenic	Intergenic	-13376	NR_033832	340113	Hs.434404	NR_033832	ENSG00000248279	LINC02120	-	long intergenic non-protein coding RNA 2120	ncRNA
master_peak_241	chr5	4059292	4059292	+	25.7566	NA	Intergenic	Intergenic	463460	NM_024337	79192	Hs.424156	NM_024337	ENSG00000170549	IRX1	IRX-5|IRXA1	iroquois homeobox 1	protein-coding
master_peak_7219	chr5	155587879	155587879	+	25.531	NA	Intergenic	MIR|SINE|MIR	574124	NM_001099293	285643	Hs.567824	NM_001099293	ENSG00000226650	KIF4B	-	kinesin family member 4B	protein-coding
master_peak_7116	chr5	153402902	153402902	+	25.0019	NA	Intergenic	Intergenic	-87622	NM_001114183	2890	Hs.519693	NM_000827	ENSG00000155511	GRIA1	GLUH1|GLUR1|GLURA|GluA1|HBGR1	glutamate ionotropic receptor AMPA type subunit 1	protein-coding
master_peak_1012	chr5	17866378	17866378	+	24.9143	NA	intron (NR_134286, intron 4 of 7)	THE1B|LTR|ERVL-MaLR	59104	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_23	chr5	169861	169861	+	24.1692	NA	intron (NM_052909, intron 14 of 19)	intron (NM_052909, intron 14 of 19)	-21634	NM_001080478	389257	Hs.103142	NM_001080478	ENSG00000185028	LRRC14B	-	leucine rich repeat containing 14B	protein-coding
master_peak_2953	chr5	67350600	67350600	+	23.6758	NA	Intergenic	Intergenic	-153801	NM_005582	4064	Hs.87205	NM_005582	ENSG00000134061	CD180	LY64|Ly78|RP105	CD180 molecule	protein-coding
master_peak_5632	chr5	129506485	129506485	+	23.5008	NA	intron (NM_133638, intron 2 of 22)	L1PA4|LINE|L1	-45796	NR_125748	103689846	Hs.628635	NR_125748	ENSG00000249421	ADAMTS19-AS1	-	ADAMTS19 antisense RNA 1	ncRNA
master_peak_2127	chr5	51389947	51389947	+	23.4591	NA	intron (NM_002202, intron 4 of 5)	CpG-22082	6499	NM_002202	3670	Hs.505	NM_002202	ENSG00000016082	ISL1	ISLET1|Isl-1	ISL LIM homeobox 1	protein-coding
master_peak_5136	chr5	117376117	117376117	+	23.3222	NA	Intergenic	Intergenic	-39395	NR_046089	728342	Hs.434420	NR_046089		LINC00992	-	long intergenic non-protein coding RNA 992	ncRNA
master_peak_265	chr5	4662269	4662269	+	23.2278	NA	Intergenic	Intergenic	-111212	NR_104619	101929153	Hs.385526	NR_104619	ENSG00000249521	LINC02114	-	long intergenic non-protein coding RNA 2114	ncRNA
master_peak_6769	chr5	148249244	148249244	+	23.1743	NA	Intergenic	Intergenic	10719	NM_001363511	105378220	Hs.534838	NM_001363511	ENSG00000248109	MARCOL	-	MARCO like	protein-coding
master_peak_7523	chr5	161938960	161938960	+	22.46	NA	intron (NR_126372, intron 1 of 2)	L1MB5|LINE|L1	62236	NR_126372	104326188		NR_126372		LINC01202	-	long intergenic non-protein coding RNA 1202	ncRNA
master_peak_7818	chr5	169050716	169050716	+	22.416	NA	intron (NM_003062, intron 4 of 35)	L3|LINE|CR1	37489	NR_109897	728095	Hs.145601	NR_109897		LOC728095	-	uncharacterized LOC728095	ncRNA
master_peak_4816	chr5	110001057	110001057	+	22.3673	NA	Intergenic	Intergenic	117875	NR_033175	100289673	Hs.368405	NR_033175		LINC01848	-	long intergenic non-protein coding RNA 1848	ncRNA
master_peak_7500	chr5	161096372	161096372	+	22.3246	NA	Intergenic	MER61F|LTR|ERV1	-157746	NR_151858	285629	Hs.554279	NR_027111	ENSG00000253417	LINC02159	-	long intergenic non-protein coding RNA 2159	ncRNA
master_peak_5147	chr5	118557555	118557555	+	21.7587	NA	intron (NR_104610, intron 1 of 9)	intron (NR_104610, intron 1 of 9)	4562	NR_104610	101927280	Hs.543951	NR_104610		LINC02208	HRAT56	long intergenic non-protein coding RNA 2208	ncRNA
master_peak_6761	chr5	148014745	148014745	+	21.7153	NA	Intergenic	MIRc|SINE|MIR	-49227	NM_006846	11005	Hs.331555	NM_006846	ENSG00000133710	SPINK5	LEKTI|LETKI|NETS|NS|VAKTI	serine peptidase inhibitor, Kazal type 5	protein-coding
master_peak_8387	chr5	179345030	179345030	+	21.415	NA	intron (NM_014244, intron 1 of 21)	CpG-22923	431	NM_014244	9509	Hs.23871	NM_014244	ENSG00000087116	ADAMTS2	ADAM-TS2|ADAMTS-2|ADAMTS-3|EDSDERMS|NPI|PC I-NP|PCI-NP|PCINP|PCPNI|PNPI	ADAM metallopeptidase with thrombospondin type 1 motif 2	protein-coding
master_peak_4836	chr5	110707504	110707504	+	21.1121	NA	intron (NM_001039763, intron 1 of 13)	L1MA2|LINE|L1	19167	NM_001039763	642987	Hs.729154	NM_001039763	ENSG00000186952	TMEM232	-	transmembrane protein 232	protein-coding
master_peak_518	chr5	9604791	9604791	+	20.8538	NA	Intergenic	MLT2B3|LTR|ERVL	25560	NM_019599	50834	Hs.567492	NM_019599	ENSG00000169777	TAS2R1	T2R1|TRB7	taste 2 receptor member 1	protein-coding
master_peak_428	chr5	8270621	8270621	+	20.7655	NA	Intergenic	Intergenic	186943	NR_039984	729506	Hs.566412	NR_039984	ENSG00000245729	LINC02226	-	long intergenic non-protein coding RNA 2226	ncRNA
master_peak_5595	chr5	128546934	128546934	+	20.7308	NA	Intergenic	MER41B|LTR|ERV1	-8689	NM_001999	2201	Hs.519294	NM_001999	ENSG00000138829	FBN2	CCA|DA9|EOMD	fibrillin 2	protein-coding
master_peak_6776	chr5	148362786	148362786	+	20.4528	NA	intron (NR_105057, intron 2 of 4)	intron (NR_105057, intron 2 of 4)	21064	NR_105057	102546294	Hs.660461	NR_105057	ENSG00000247199	LOC102546294	-	uncharacterized LOC102546294	ncRNA
master_peak_7246	chr5	157005558	157005558	+	20.3081	NA	Intergenic	L2c|LINE|L2	-42332	NM_138379	91937	Hs.334907	NM_138379	ENSG00000145850	TIMD4	SMUCKLER|TIM4	T cell immunoglobulin and mucin domain containing 4	protein-coding
master_peak_943	chr5	16736550	16736550	+	20.2601	NA	intron (NM_012334, intron 19 of 40)	intron (NM_012334, intron 19 of 40)	-119492	NM_001034850	54463	Hs.481704	NM_019000	ENSG00000154153	RETREG1	FAM134B|JK-1|JK1	reticulophagy regulator 1	protein-coding
master_peak_5133	chr5	117104227	117104227	+	20.1085	NA	Intergenic	Intergenic	-311285	NR_046089	728342	Hs.434420	NR_046089		LINC00992	-	long intergenic non-protein coding RNA 992	ncRNA
master_peak_2492	chr5	58322901	58322901	+	20.0909	NA	Intergenic	Intergenic	137185	NM_006622	10769	Hs.398157	NM_006622	ENSG00000145632	PLK2	SNK|hPlk2|hSNK	polo like kinase 2	protein-coding
master_peak_824	chr5	14628780	14628780	+	20.0371	NA	Intergenic	L1MB8|LINE|L1	23602	NR_132981	106635684		NR_132981		SNORD141B	-	small nucleolar RNA, C/D box 141B	snoRNA
master_peak_439	chr5	8440924	8440924	+	19.5754	NA	intron (NR_039984, intron 2 of 5)	intron (NR_039984, intron 2 of 5)	16640	NR_039984	729506	Hs.566412	NR_039984	ENSG00000245729	LINC02226	-	long intergenic non-protein coding RNA 2226	ncRNA
master_peak_260	chr5	4576581	4576581	+	19.5443	NA	Intergenic	Intergenic	-196900	NR_104619	101929153	Hs.385526	NR_104619	ENSG00000249521	LINC02114	-	long intergenic non-protein coding RNA 2114	ncRNA
master_peak_681	chr5	12354105	12354105	+	19.3424	NA	Intergenic	Intergenic	-220752	NR_033383	404663	Hs.552273	NR_033383		LINC01194	CT49|TAG	long intergenic non-protein coding RNA 1194	ncRNA
master_peak_1230	chr5	26847401	26847401	+	19.2915	NA	Intergenic	LTR22A|LTR|ERVK	191185	NM_016279	1007	Hs.272212	NM_016279	ENSG00000113100	CDH9	-	cadherin 9	protein-coding
master_peak_7489	chr5	160852457	160852457	+	19.2429	NA	promoter-TSS (NM_001366655)	promoter-TSS (NM_001366655)	-246	NM_001366654	23120	Hs.109358	NM_025153	ENSG00000118322	ATP10B	ATPVB	ATPase phospholipid transporting 10B (putative)	protein-coding
master_peak_5141	chr5	118116269	118116269	+	19.092	NA	intron (NR_104997, intron 2 of 2)	MER90|LTR|ERV1	-166305	NR_104609	100505811	Hs.369776	NR_104609	ENSG00000250427	LINC02148	HNCAT21	long intergenic non-protein coding RNA 2148	ncRNA
master_peak_2681	chr5	61526174	61526174	+	18.9223	NA	intron (NM_020928, intron 6 of 13)	intron (NM_020928, intron 6 of 13)	-111586	NR_161251	285668	Hs.683866	NR_126523	ENSG00000178722	C5orf64	-	chromosome 5 open reading frame 64	ncRNA
master_peak_540	chr5	9986907	9986907	+	18.903	NA	Intergenic	Intergenic	-83083	NR_027112	285692	Hs.651487	NR_027112	ENSG00000249781	LINC02112	-	long intergenic non-protein coding RNA 2112	ncRNA
master_peak_2183	chr5	52837414	52837414	+	18.903	NA	intron (NM_181501, intron 1 of 28)	LTR79|LTR|ERVL	49498	NM_015946	53918	Hs.644352	NM_015946	ENSG00000152684	PELO	CGI-17|PRO1770	pelota mRNA surveillance and ribosome rescue factor	protein-coding
master_peak_7551	chr5	162655347	162655347	+	18.7878	NA	Intergenic	Intergenic	587705	NM_000816	2566	Hs.7195	NM_000816	ENSG00000113327	GABRG2	CAE2|ECA2|EIEE74|FEB8|GEFSP3	gamma-aminobutyric acid type A receptor gamma2 subunit	protein-coding
master_peak_7516	chr5	161676482	161676482	+	18.5904	NA	Intergenic	Intergenic	-9239	NM_000811	2559	Hs.90791	NM_000811	ENSG00000145863	GABRA6	-	gamma-aminobutyric acid type A receptor alpha6 subunit	protein-coding
master_peak_7488	chr5	160832209	160832209	+	18.2388	NA	intron (NM_001366652, intron 1 of 24)	L1ME3G|LINE|L1	20002	NM_001366655	23120	Hs.109358	NM_025153	ENSG00000118322	ATP10B	ATPVB	ATPase phospholipid transporting 10B (putative)	protein-coding
master_peak_665	chr5	11941968	11941968	+	18.1436	NA	Intergenic	Intergenic	-37522	NM_001288717	1501	Hs.314543	NM_001332	ENSG00000169862	CTNND2	GT24|NPRAP	catenin delta 2	protein-coding
master_peak_451	chr5	8634082	8634082	+	18.0963	NA	Intergenic	L1PA17|LINE|L1	173157	NR_039663	100616142		NR_039663	ENSG00000284000	MIR4458	mir-4458	microRNA 4458	ncRNA
master_peak_5065	chr5	115495010	115495010	+	18.0206	NA	Intergenic	Intergenic	49765	NM_020177	56929	Hs.47367	NM_020177	ENSG00000145780	FEM1C	EUROIMAGE686608|EUROIMAGE783647|FEM1A	fem-1 homolog C	protein-coding
master_peak_7816	chr5	169020547	169020547	+	18.0046	NA	intron (NR_109897, intron 1 of 4)	MLT1J1|LTR|ERVL-MaLR	7320	NR_109897	728095	Hs.145601	NR_109897		LOC728095	-	uncharacterized LOC728095	ncRNA
master_peak_1607	chr5	36302169	36302169	+	17.9197	NA	promoter-TSS (NM_001161429)	promoter-TSS (NM_001161429)	-267	NM_001323278	202151	Hs.199777	NM_145000	ENSG00000164188	RANBP3L	-	RAN binding protein 3 like	protein-coding
master_peak_753	chr5	13867181	13867181	+	17.9161	NA	intron (NM_001369, intron 25 of 78)	intron (NM_001369, intron 25 of 78)	77299	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
master_peak_7526	chr5	162096861	162096861	+	17.8508	NA	intron (NM_198904, intron 3 of 9)	intron (NM_198904, intron 3 of 9)	29219	NM_000816	2566	Hs.7195	NM_000816	ENSG00000113327	GABRG2	CAE2|ECA2|EIEE74|FEB8|GEFSP3	gamma-aminobutyric acid type A receptor gamma2 subunit	protein-coding
master_peak_321	chr5	5572507	5572507	+	17.8114	NA	Intergenic	Intergenic	149830	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
master_peak_16	chr5	92221	92221	+	17.7121	NA	promoter-TSS (NM_052909)	promoter-TSS (NM_052909)	53	NM_052909	153478	Hs.535800	NM_052909	ENSG00000153404	PLEKHG4B	-	pleckstrin homology and RhoGEF domain containing G4B	protein-coding
master_peak_682	chr5	12355023	12355023	+	17.7	NA	Intergenic	Intergenic	-219834	NR_033383	404663	Hs.552273	NR_033383		LINC01194	CT49|TAG	long intergenic non-protein coding RNA 1194	ncRNA
master_peak_443	chr5	8500845	8500845	+	17.6792	NA	Intergenic	Intergenic	39920	NR_039663	100616142		NR_039663	ENSG00000284000	MIR4458	mir-4458	microRNA 4458	ncRNA
master_peak_7477	chr5	160539862	160539862	+	17.6636	NA	Intergenic	L2|LINE|L2	54510	NR_029701	406938		NR_029701	ENSG00000283733	MIR146A	MIRN146|MIRN146A|miR-146a|miRNA146A	microRNA 146a	ncRNA
master_peak_7229	chr5	156103517	156103517	+	17.6237	NA	Intergenic	Intergenic	-223240	NM_000337	6444	Hs.387207	NM_000337	ENSG00000170624	SGCD	35DAG|CMD1L|DAGD|LGMDR6|SG-delta|SGCDP|SGD	sarcoglycan delta	protein-coding
master_peak_5597	chr5	128560006	128560006	+	17.584	NA	Intergenic	Intergenic	-21761	NM_001999	2201	Hs.519294	NM_001999	ENSG00000138829	FBN2	CCA|DA9|EOMD	fibrillin 2	protein-coding
master_peak_1231	chr5	26872681	26872681	+	17.5323	NA	Intergenic	Intergenic	165905	NM_016279	1007	Hs.272212	NM_016279	ENSG00000113100	CDH9	-	cadherin 9	protein-coding
master_peak_6983	chr5	150505332	150505332	+	17.5218	NA	intron (NM_001301063, intron 1 of 13)	intron (NM_001301063, intron 1 of 13)	-2799	NM_001543	3340	Hs.222055	NM_001543	ENSG00000070614	NDST1	HSST|MRT46|NST1	N-deacetylase and N-sulfotransferase 1	protein-coding
master_peak_246	chr5	4296162	4296162	+	17.4989	NA	Intergenic	Intergenic	-477319	NR_104619	101929153	Hs.385526	NR_104619	ENSG00000249521	LINC02114	-	long intergenic non-protein coding RNA 2114	ncRNA
master_peak_7561	chr5	163079993	163079993	+	17.334	NA	Intergenic	L2a|LINE|L2	-357578	NM_001364015	900	Hs.79101	NM_004060	ENSG00000113328	CCNG1	CCNG	cyclin G1	protein-coding
master_peak_6595	chr5	145131377	145131377	+	17.334	NA	Intergenic	Intergenic	703965	NM_205846	153768	Hs.314261	NM_138492	ENSG00000186314	PRELID2	-	PRELI domain containing 2	protein-coding
master_peak_731	chr5	13386097	13386097	+	17.2573	NA	Intergenic	L1PA16|LINE|L1	-353211	NR_147005	105374658		NR_147005		LINC02220	-	long intergenic non-protein coding RNA 2220	ncRNA
master_peak_4814	chr5	109939494	109939494	+	16.7766	NA	Intergenic	L3|LINE|CR1	56312	NR_033175	100289673	Hs.368405	NR_033175		LINC01848	-	long intergenic non-protein coding RNA 1848	ncRNA
master_peak_2938	chr5	67182770	67182770	+	16.764	NA	3' UTR (NM_005582, exon 3 of 3)	3' UTR (NM_005582, exon 3 of 3)	14029	NM_005582	4064	Hs.87205	NM_005582	ENSG00000134061	CD180	LY64|Ly78|RP105	CD180 molecule	protein-coding
master_peak_4824	chr5	110321468	110321468	+	16.5856	NA	Intergenic	Intergenic	192447	NR_031644	100302159		NR_031644	ENSG00000221436	MIR548F3	MIR548F-3|MIRN548F3|hsa-mir-548f-3	microRNA 548f-3	ncRNA
master_peak_8138	chr5	174829962	174829962	+	16.5827	NA	Intergenic	MER77B|LTR|ERVL	78228	NR_039777	100616202		NR_039777	ENSG00000266890	MIR4634	-	microRNA 4634	ncRNA
master_peak_455	chr5	8730619	8730619	+	16.4347	NA	Intergenic	Intergenic	-109113	NR_109932	101929284	Hs.403715	NR_109932		LINC02199	-	long intergenic non-protein coding RNA 2199	ncRNA
master_peak_7247	chr5	157022379	157022379	+	16.1548	NA	Intergenic	Intergenic	35862	NM_012206	26762	Hs.129711	NM_012206	ENSG00000113249	HAVCR1	CD365|HAVCR|HAVCR-1|KIM-1|KIM1|TIM|TIM-1|TIM1|TIMD-1|TIMD1	hepatitis A virus cellular receptor 1	protein-coding
master_peak_900	chr5	16014092	16014092	+	16.1047	NA	Intergenic	Intergenic	78910	NR_030616	100126347		NR_030616	ENSG00000216077	MIR887	MIRN887|hsa-mir-887	microRNA 887	ncRNA
master_peak_5309	chr5	122751687	122751687	+	16.1042	NA	Intergenic	LTR33|LTR|ERVL	-21127	NR_109881	101927379	Hs.536399	NR_109881	ENSG00000251538	LINC02201	-	long intergenic non-protein coding RNA 2201	ncRNA
master_peak_7498	chr5	161093367	161093367	+	16.0747	NA	Intergenic	MER52C|LTR|ERV1	-154741	NR_151858	285629	Hs.554279	NR_027111	ENSG00000253417	LINC02159	-	long intergenic non-protein coding RNA 2159	ncRNA
master_peak_388	chr5	7171184	7171184	+	16.0108	NA	Intergenic	L1PA3|LINE|L1	98170	NR_039659	100616234		NR_039659	ENSG00000283468	MIR4454	-	microRNA 4454	ncRNA
master_peak_721	chr5	13276498	13276498	+	15.8175	NA	Intergenic	Intergenic	-243612	NR_147005	105374658		NR_147005		LINC02220	-	long intergenic non-protein coding RNA 2220	ncRNA
master_peak_2784	chr5	64506535	64506535	+	15.5373	NA	5' UTR (NM_001029875, exon 1 of 6)	5' UTR (NM_001029875, exon 1 of 6)	520	NM_001029875	401190	Hs.657133	NM_001029875	ENSG00000186479	RGS7BP	R7BP	regulator of G protein signaling 7 binding protein	protein-coding
master_peak_910	chr5	16206238	16206238	+	15.4775	NA	Intergenic	MLT1F2|LTR|ERVL-MaLR	25997	NR_149044	401176	Hs.369777	NR_149044		LOC401176	-	uncharacterized LOC401176	ncRNA
master_peak_3572	chr5	80570347	80570347	+	15.3572	NA	promoter-TSS (NM_001004441)	promoter-TSS (NM_001004441)	-67	NM_001004441	340120	Hs.519404	NM_001004441	ENSG00000189127	ANKRD34B	DP58	ankyrin repeat domain 34B	protein-coding
master_peak_500	chr5	9343554	9343554	+	15.2825	NA	intron (NM_003966, intron 3 of 22)	intron (NM_003966, intron 3 of 22)	-167779	NR_109935	101929338	Hs.675861	NR_109935	ENSG00000251370	SEMA5A-AS1	CTD-2201E9.1	SEMA5A antisense RNA 1	ncRNA
master_peak_7485	chr5	160694002	160694002	+	15.0871	NA	intron (NM_025153, intron 3 of 25)	L2b|LINE|L2	-8611	NM_001366658	23120	Hs.109358	NM_025153	ENSG00000118322	ATP10B	ATPVB	ATPase phospholipid transporting 10B (putative)	protein-coding
master_peak_5144	chr5	118257478	118257478	+	14.929	NA	intron (NR_104997, intron 2 of 2)	L1MC5a|LINE|L1	-25096	NR_104609	100505811	Hs.369776	NR_104609	ENSG00000250427	LINC02148	HNCAT21	long intergenic non-protein coding RNA 2148	ncRNA
master_peak_6607	chr5	145479683	145479683	+	14.906	NA	Intergenic	Intergenic	355659	NM_205846	153768	Hs.314261	NM_138492	ENSG00000186314	PRELID2	-	PRELI domain containing 2	protein-coding
