PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_static.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_6133	chr5	138450307	138450307	+	137.499	NA	Intergenic	Intergenic	11250	NM_016606	51308	Hs.416090	NM_016606	ENSG00000132563	REEP2	C5orf19|SGC32445|SPG72|Yip2d	receptor accessory protein 2	protein-coding
master_peak_3460	chr5	78534675	78534675	+	137.325	NA	intron (NM_005779, intron 3 of 4)	intron (NM_005779, intron 3 of 4)	114097	NM_005779	10184	Hs.79299	NM_005779	ENSG00000145685	LHFPL2	-	LHFPL tetraspan subfamily member 2	protein-coding
master_peak_3728	chr5	83568542	83568542	+	137.316	NA	intron (NM_001164098, intron 11 of 13)	intron (NM_001164098, intron 11 of 13)	-6228	NR_136215	105379054	Hs.643801	NR_136215	ENSG00000249835	VCAN-AS1	-	VCAN antisense RNA 1	ncRNA
master_peak_1975	chr5	42858448	42858448	+	137.246	NA	Intergenic	Intergenic	-46372	NM_001085486	6414	Hs.275775	NM_005410	ENSG00000250722	SELENOP	SELP|SEPP|SEPP1|SeP	selenoprotein P	protein-coding
master_peak_6857	chr5	149382233	149382233	+	137.114	NA	intron (NM_001317987, intron 1 of 2)	intron (NM_001317987, intron 1 of 2)	-2941	NM_014443	27190	Hs.156979	NM_014443	ENSG00000127743	IL17B	IL-17B|IL-20|NIRF|ZCYTO7	interleukin 17B	protein-coding
master_peak_5111	chr5	116442476	116442476	+	137.112	NA	Intergenic	Intergenic	-5022	NR_109879	101927233	Hs.732850	NR_109879	ENSG00000248445	SEMA6A-AS1	CTB-118N6.3	SEMA6A antisense RNA 1	ncRNA
master_peak_6470	chr5	142699442	142699442	+	137.09	NA	Intergenic	Charlie2a|DNA|hAT-Charlie	-1372	NM_001257205	2246	Hs.483635	NM_000800	ENSG00000113578	FGF1	AFGF|ECGF|ECGF-beta|ECGFA|ECGFB|FGF-1|FGF-alpha|FGFA|GLIO703|HBGF-1|HBGF1	fibroblast growth factor 1	protein-coding
master_peak_6820	chr5	149011419	149011419	+	136.974	NA	intron (NM_024577, intron 13 of 16)	MIR3|SINE|MIR	50990	NR_030310	693169		NR_030310	ENSG00000207714	MIR584	MIRN584|hsa-mir-584	microRNA 584	ncRNA
master_peak_1792	chr5	39196985	39196985	+	136.854	NA	intron (NM_001243093, intron 2 of 18)	intron (NM_001243093, intron 2 of 18)	22578	NM_199335	2533	Hs.370503	NM_001465	ENSG00000082074	FYB1	ADAP|FYB|PRO0823|SLAP-130|SLAP130|THC3	FYN binding protein 1	protein-coding
master_peak_4275	chr5	96227417	96227417	+	136.725	NA	intron (NR_130776, intron 1 of 4)	intron (NR_130776, intron 1 of 4)	148279	NR_030309	693168		NR_030309	ENSG00000207578	MIR583	MIRN583|hsa-mir-583	microRNA 583	ncRNA
master_peak_7090	chr5	151896507	151896507	+	136.602	NA	intron (NM_000171, intron 1 of 8)	intron (NM_000171, intron 1 of 8)	28344	NM_000171	2741	Hs.121490	NM_000171	ENSG00000145888	GLRA1	HKPX1|STHE	glycine receptor alpha 1	protein-coding
master_peak_3180	chr5	73328498	73328498	+	136.495	NA	Intergenic	MIRb|SINE|MIR	-9408	NR_146627	105379033	Hs.145178	NR_146627		LINC02230	-	long intergenic non-protein coding RNA 2230	ncRNA
master_peak_1689	chr5	37840852	37840852	+	136.479	NA	promoter-TSS (NM_000514)	promoter-TSS (NM_000514)	414	NR_103441	100861519	Hs.536820	NM_001278094		GDNF-AS1	GDNFOS	GDNF antisense RNA 1	ncRNA
master_peak_8379	chr5	179023970	179023970	+	136.463	NA	5' UTR (NM_001353373, exon 1 of 5)	5' UTR (NM_001353373, exon 1 of 5)	166	NM_001353373	345462	Hs.445740	NM_001136116	ENSG00000234284	ZNF879	DKFZp686E2433	zinc finger protein 879	protein-coding
master_peak_3257	chr5	74327362	74327362	+	136.447	NA	intron (NR_105010, intron 2 of 2)	intron (NR_105010, intron 2 of 2)	4876	NR_105010	101929082	Hs.434316	NR_105010	ENSG00000249343	LINC01333	-	long intergenic non-protein coding RNA 1333	ncRNA
master_peak_7444	chr5	160083578	160083578	+	136.245	NA	intron (NM_001349733, intron 3 of 4)	intron (NM_001349733, intron 3 of 4)	35872	NM_001267035	114825	Hs.744960	NM_052927	ENSG00000170234	PWWP2A	MST101	PWWP domain containing 2A	protein-coding
master_peak_31	chr5	317570	317570	+	136.155	NA	intron (NM_020731, intron 1 of 11)	intron (NM_020731, intron 1 of 11)	13394	NM_001242412	57491	Hs.50823	NM_020731	ENSG00000286169	AHRR	AHH|AHHR|bHLHe77	aryl-hydrocarbon receptor repressor	protein-coding
master_peak_6521	chr5	143246382	143246382	+	136.112	NA	Intergenic	Intergenic	53882	NR_046816	100874372	Hs.666717	NR_046816	ENSG00000230789	ARHGAP26-IT1	-	ARHGAP26 intronic transcript 1	ncRNA
master_peak_7944	chr5	171647643	171647643	+	135.692	NA	Intergenic	Intergenic	-138229	NM_001289970	644994	Hs.591740	NM_001289970	ENSG00000185662	SMIM23	C5orf50	small integral membrane protein 23	protein-coding
master_peak_2419	chr5	57138513	57138513	+	135.602	NA	Intergenic	AluJo|SINE|Alu	-35435	NM_001331037	65056	Hs.444279	NM_022913	ENSG00000062194	GPBP1	GPBP|SSH6|VASCULIN	GC-rich promoter binding protein 1	protein-coding
master_peak_1877	chr5	40689887	40689887	+	135.435	NA	intron (NM_000958, intron 2 of 2)	intron (NM_000958, intron 2 of 2)	9972	NM_000958	5734	Hs.199248	NM_000958	ENSG00000171522	PTGER4	EP4|EP4R	prostaglandin E receptor 4	protein-coding
master_peak_5885	chr5	134247845	134247845	+	135.336	NA	Intergenic	Intergenic	-21772	NM_002715	5515	Hs.105818	NM_002715	ENSG00000113575	PPP2CA	NEDLBA|PP2Ac|PP2CA|PP2Calpha|RP-C	protein phosphatase 2 catalytic subunit alpha	protein-coding
master_peak_1870	chr5	40552576	40552576	+	135.14	NA	Intergenic	Intergenic	-127339	NM_000958	5734	Hs.199248	NM_000958	ENSG00000171522	PTGER4	EP4|EP4R	prostaglandin E receptor 4	protein-coding
master_peak_8453	chr5	180353734	180353734	+	135.112	NA	promoter-TSS (NM_005110)	promoter-TSS (NM_005110)	-398	NM_005110	9945	Hs.696497	NM_005110	ENSG00000131459	GFPT2	GFAT|GFAT 2|GFAT2	glutamine-fructose-6-phosphate transaminase 2	protein-coding
master_peak_7420	chr5	159779296	159779296	+	135.095	NA	intron (NR_109891, intron 2 of 2)	intron (NR_109891, intron 2 of 2)	92088	NR_109891	101927766	Hs.638568	NR_109891	ENSG00000253311	LINC01847	-	long intergenic non-protein coding RNA 1847	ncRNA
master_peak_4133	chr5	93564372	93564372	+	134.998	NA	intron (NR_021490, intron 1 of 5)	intron (NR_021490, intron 1 of 5)	6971	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_7652	chr5	165498076	165498076	+	134.971	NA	Intergenic	Intergenic	1027797	NR_105065	102546299	Hs.437730	NR_105065	ENSG00000241956	LOC102546299	-	uncharacterized LOC102546299	ncRNA
master_peak_3327	chr5	75657044	75657044	+	134.947	NA	intron (NM_001276713, intron 9 of 13)	intron (NM_001276713, intron 9 of 13)	45568	NM_001276713	728780	Hs.370455	NM_001271529	ENSG00000189045	ANKDD1B	-	ankyrin repeat and death domain containing 1B	protein-coding
master_peak_6313	chr5	140610591	140610591	+	134.785	NA	Intergenic	L1M4|LINE|L1	22584	NM_000591	929	Hs.163867	NM_000591	ENSG00000170458	CD14	-	CD14 molecule	protein-coding
master_peak_7353	chr5	158644539	158644539	+	134.756	NA	Intergenic	Intergenic	-234766	NR_109888	101927697	Hs.483960	NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
master_peak_1007	chr5	17744218	17744218	+	134.724	NA	Intergenic	Intergenic	-63056	NR_134286	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_6670	chr5	146409699	146409699	+	134.682	NA	Intergenic	Intergenic	-37634	NM_001040006	10915	Hs.443465	NM_006706	ENSG00000113649	TCERG1	CA150|TAF2S|Urn1	transcription elongation regulator 1	protein-coding
master_peak_1323	chr5	30505915	30505915	+	134.658	NA	Intergenic	Intergenic	625355	NR_134264	105374704	Hs.151157	NR_134264		LOC105374704	-	uncharacterized LOC105374704	ncRNA
master_peak_1759	chr5	38807163	38807163	+	134.591	NA	intron (NR_109951, intron 1 of 3)	intron (NR_109951, intron 1 of 3)	38666	NR_109951	101929768	Hs.546623	NR_109951		OSMR-AS1	CTD-2127H9.1	OSMR antisense RNA 1 (head to head)	ncRNA
master_peak_7930	chr5	171419034	171419034	+	134.539	NA	promoter-TSS (NM_003862)	promoter-TSS (NM_003862)	-613	NM_003862	8817	Hs.87191	NM_003862	ENSG00000156427	FGF18	FGF-18|ZFGF5	fibroblast growth factor 18	protein-coding
master_peak_3014	chr5	68963295	68963295	+	134.53	NA	Intergenic	Intergenic	66632	NR_130778	101928885	Hs.630474	NR_130778		LINC02198	-	long intergenic non-protein coding RNA 2198	ncRNA
master_peak_4047	chr5	91381188	91381188	+	134.45	NA	intron (NR_027435, intron 1 of 2)	intron (NR_027435, intron 1 of 2)	841	NR_027435	100129716	Hs.116364	NR_027435	ENSG00000281357	ARRDC3-AS1	-	ARRDC3 antisense RNA 1	ncRNA
master_peak_6060	chr5	137231981	137231981	+	134.302	NA	intron (NM_004598, intron 3 of 10)	L1MD2|LINE|L1	103784	NR_134246	105379192	Hs.124611	NR_134246		LOC105379192	-	uncharacterized LOC105379192	ncRNA
master_peak_1938	chr5	42021476	42021476	+	134.269	NA	Intergenic	L2c|LINE|L2	96195	NM_012176	26272	Hs.165575	NM_012176	ENSG00000151876	FBXO4	FBX4	F-box protein 4	protein-coding
master_peak_1183	chr5	23466813	23466813	+	134.182	NA	Intergenic	LTR8B|LTR|ERV1	-40796	NM_020227	56979	Hs.283096	NM_020227	ENSG00000164256	PRDM9	KMT8B|MEISETZ|MSBP3|PFM6|ZNF899	PR/SET domain 9	protein-coding
master_peak_1364	chr5	31811627	31811627	+	134.118	NA	intron (NM_178140, intron 2 of 24)	intron (NM_178140, intron 2 of 24)	124532	NR_036241	100422874		NR_036241	ENSG00000266243	MIR4279	-	microRNA 4279	ncRNA
master_peak_7973	chr5	172111533	172111533	+	133.825	NA	intron (NM_005990, intron 4 of 18)	intron (NM_005990, intron 4 of 18)	76691	NM_005990	6793	Hs.744005	NM_005990	ENSG00000072786	STK10	LOK|PRO2729	serine/threonine kinase 10	protein-coding
master_peak_4355	chr5	97534521	97534521	+	133.643	NA	intron (NR_105028, intron 2 of 3)	L1MB2|LINE|L1	29825	NR_105028	102546227	Hs.582516	NR_105028	ENSG00000250331	LINC01340	-	long intergenic non-protein coding RNA 1340	ncRNA
master_peak_5656	chr5	130515371	130515371	+	133.642	NA	Intergenic	L1P4a|LINE|L1	610906	NM_175856	337876	Hs.213137	NM_175856	ENSG00000198108	CHSY3	CHSY2|CSS3	chondroitin sulfate synthase 3	protein-coding
master_peak_4966	chr5	113141681	113141681	+	133.534	NA	intron (NM_001085377, intron 5 of 18)	intron (NM_001085377, intron 5 of 18)	153257	NM_002387	4163	Hs.593171	NM_002387	ENSG00000171444	MCC	MCC1	MCC regulator of WNT signaling pathway	protein-coding
master_peak_3103	chr5	72139313	72139313	+	133.402	NA	intron (NM_005909, intron 2 of 6)	MIR3|SINE|MIR	-30154	NR_039967	100616377		NR_039967	ENSG00000264099	MIR4803	-	microRNA 4803	ncRNA
master_peak_7168	chr5	154468097	154468097	+	133.395	NA	Intergenic	MIR3|SINE|MIR	10130	NM_004821	9421	Hs.152531	NM_004821	ENSG00000113196	HAND1	Hxt|Thing1|bHLHa27|eHand	heart and neural crest derivatives expressed 1	protein-coding
master_peak_1811	chr5	39518224	39518224	+	133.367	NA	Intergenic	(TGTGTG)n|Simple_repeat|Simple_repeat	-2207	NR_104632	101926940	Hs.436359	NR_104632	ENSG00000271334	LINC02104	-	long intergenic non-protein coding RNA 2104	ncRNA
master_peak_2470	chr5	58002701	58002701	+	133.139	NA	Intergenic	MER44B|DNA|TcMar-Tigger	-103539	NR_109900	101928539	Hs.639385	NR_109900	ENSG00000249584	LINC02225	-	long intergenic non-protein coding RNA 2225	ncRNA
master_peak_3966	chr5	89931040	89931040	+	133.139	NA	Intergenic	Intergenic	85680	NR_037433	100500825		NR_037433	ENSG00000264342	MIR3660	mir-3660	microRNA 3660	ncRNA
master_peak_2462	chr5	57838021	57838021	+	132.964	NA	Intergenic	Intergenic	61141	NR_109900	101928539	Hs.639385	NR_109900	ENSG00000249584	LINC02225	-	long intergenic non-protein coding RNA 2225	ncRNA
master_peak_3871	chr5	87900181	87900181	+	132.529	NA	Intergenic	Intergenic	238139	NR_149089	111082994	Hs.544037	NR_149089		LINC02488	CTD-2316B1	long intergenic non-protein coding RNA 2488	ncRNA
master_peak_2381	chr5	56329197	56329197	+	132.515	NA	Intergenic	LTR49|LTR|ERV1	-95867	NM_024669	79722	Hs.436214	NM_024669	ENSG00000164512	ANKRD55	-	ankyrin repeat domain 55	protein-coding
master_peak_778	chr5	14154542	14154542	+	132.417	NA	intron (NM_007118, intron 1 of 56)	MamRTE1|LINE|RTE-BovB	11200	NR_134469	7204	Hs.130031	NM_007118	ENSG00000038382	TRIO	ARHGEF23|MEBAS|MRD44|tgat	trio Rho guanine nucleotide exchange factor	protein-coding
master_peak_8120	chr5	174383085	174383085	+	132.313	NA	intron (NR_125806, intron 1 of 5)	intron (NR_125806, intron 1 of 5)	46731	NR_125806	101928176	Hs.436014	NR_125806	ENSG00000249306	LINC01411	-	long intergenic non-protein coding RNA 1411	ncRNA
master_peak_5562	chr5	127935172	127935172	+	132.119	NA	intron (NM_001317938, intron 6 of 6)	intron (NM_001317938, intron 6 of 6)	148003	NR_152815	644873	Hs.340623	NR_015360	ENSG00000245937	LINC01184	-	long intergenic non-protein coding RNA 1184	ncRNA
master_peak_1748	chr5	38674080	38674080	+	132.079	NA	Intergenic	Intergenic	46193	NR_104631	101926904	Hs.634191	NR_104631	ENSG00000249740	LINC01265	-	long intergenic non-protein coding RNA 1265	ncRNA
master_peak_5076	chr5	115635056	115635056	+	131.954	NA	Intergenic	Intergenic	-8877	NM_001164469	100302736		NM_001164468	ENSG00000251201	TMED7-TICAM2	MyD88-4|TICAM-2|TICAM2|TIRAP3|TIRP|TRAM	TMED7-TICAM2 readthrough	protein-coding
master_peak_5239	chr5	121252350	121252350	+	131.909	NA	Intergenic	Intergenic	-70200	NR_104999	102467226		NR_104999		LOC102467226	-	uncharacterized LOC102467226	ncRNA
master_peak_7976	chr5	172144748	172144748	+	131.838	NA	intron (NM_005990, intron 2 of 18)	intron (NM_005990, intron 2 of 18)	43476	NM_005990	6793	Hs.744005	NM_005990	ENSG00000072786	STK10	LOK|PRO2729	serine/threonine kinase 10	protein-coding
master_peak_2924	chr5	66989686	66989686	+	131.769	NA	intron (NM_001290226, intron 1 of 26)	intron (NM_001290226, intron 1 of 26)	14468	NR_111908	101928794	Hs.672435	NR_111908		MAST4-AS1	-	MAST4 antisense RNA 1	ncRNA
master_peak_2580	chr5	59793368	59793368	+	131.723	NA	intron (NM_001165899, intron 3 of 16)	LTR82A|LTR|ERVL	-24520	NM_001364602	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_6380	chr5	141692498	141692498	+	131.669	NA	Intergenic	Intergenic	-10268	NM_022481	64411	Hs.726187	NM_022481	ENSG00000120318	ARAP3	CENTD3|DRAG1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein-coding
master_peak_6558	chr5	143921170	143921170	+	131.647	NA	Intergenic	Intergenic	109009	NM_021182	57824	Hs.158320	NM_021182	ENSG00000158497	HMHB1	HB-1|HB-1Y|HLA-HB1	histocompatibility minor HB-1	protein-coding
master_peak_4570	chr5	103021725	103021725	+	131.549	NA	intron (NM_138822, intron 22 of 22)	intron (NM_138822, intron 22 of 22)	98413	NR_134299	54826	Hs.24088	NM_017676	ENSG00000145723	GIN1	GIN-1|TGIN1|ZH2C2	gypsy retrotransposon integrase 1	protein-coding
master_peak_6736	chr5	147565942	147565942	+	131.531	NA	intron (NR_038902, intron 1 of 3)	intron (NR_038902, intron 1 of 3)	5948	NR_038902	153469	Hs.184323	NR_038902	ENSG00000280780	JAKMIP2-AS1	-	JAKMIP2 antisense RNA 1	ncRNA
master_peak_8292	chr5	177358091	177358091	+	131.474	NA	intron (NM_006480, intron 1 of 14)	intron (NM_006480, intron 1 of 14)	167	NM_001366618	10636	Hs.9347	NM_006480	ENSG00000169220	RGS14	-	regulator of G protein signaling 14	protein-coding
master_peak_3571	chr5	80517244	80517244	+	131.461	NA	intron (NM_205548, intron 3 of 5)	MER44B|DNA|TcMar-Tigger	29144	NM_205548	167555	Hs.338182	NM_205548	ENSG00000152380	FAM151B	UNQ9217	family with sequence similarity 151 member B	protein-coding
master_peak_5725	chr5	132008255	132008255	+	131.456	NA	intron (NM_001205250, intron 1 of 20)	intron (NM_001205250, intron 1 of 20)	3403	NM_001009185	23305	Hs.14945	NM_015256	ENSG00000164398	ACSL6	ACS2|FACL6|LACS 6|LACS2|LACS5	acyl-CoA synthetase long chain family member 6	protein-coding
master_peak_8222	chr5	176416873	176416873	+	131.392	NA	promoter-TSS (NM_007097)	promoter-TSS (NM_007097)	-304	NR_045724	1212	Hs.484241	NM_001834	ENSG00000175416	CLTB	LCB	clathrin light chain B	protein-coding
master_peak_7857	chr5	169876822	169876822	+	131.378	NA	intron (NM_001129891, intron 3 of 3)	intron (NM_001129891, intron 3 of 3)	103673	NM_001346304	100131897	Hs.721917	NM_001129891	ENSG00000204767	INSYN2B	C5orf57|FAM196B	inhibitory synaptic factor family member 2B	protein-coding
master_peak_1725	chr5	38433986	38433986	+	131.371	NA	intron (NM_182798, intron 10 of 16)	intron (NM_182798, intron 10 of 16)	-11560	NM_182801	133584	Hs.20103	NM_152403	ENSG00000164318	EGFLAM	AGRINL|AGRNL|PIKA	EGF like, fibronectin type III and laminin G domains	protein-coding
master_peak_8442	chr5	180177755	180177755	+	131.236	NA	intron (NM_175062, intron 1 of 13)	MLT1K|LTR|ERVL-MaLR	31456	NM_175062	255426	Hs.190559	NM_175062	ENSG00000146090	RASGEF1C	-	RasGEF domain family member 1C	protein-coding
master_peak_457	chr5	8775761	8775761	+	131.227	NA	Intergenic	AluSz|SINE|Alu	-63971	NR_109932	101929284	Hs.403715	NR_109932		LINC02199	-	long intergenic non-protein coding RNA 2199	ncRNA
master_peak_7311	chr5	157918361	157918361	+	131.215	NA	Intergenic	LTR8|LTR|ERV1	-59216	NM_001195556	9685	Hs.644000	NM_014666	ENSG00000113282	CLINT1	CLINT|ENTH|EPN4|EPNR	clathrin interactor 1	protein-coding
master_peak_1927	chr5	41794868	41794868	+	131.215	NA	intron (NM_001364299, intron 12 of 17)	intron (NM_001364299, intron 12 of 17)	48789	NM_001364303	5019	Hs.278277	NM_000436	ENSG00000083720	OXCT1	OXCT|SCOT	3-oxoacid CoA-transferase 1	protein-coding
master_peak_2737	chr5	62443738	62443738	+	131.168	NA	intron (NM_016338, intron 3 of 29)	intron (NM_016338, intron 3 of 29)	24854	NM_001134779	51194	Hs.482269	NM_016338	ENSG00000086200	IPO11	RanBP11	importin 11	protein-coding
master_peak_5161	chr5	119079896	119079896	+	131.038	NA	intron (NM_001290321, intron 1 of 43)	L2|LINE|L2	8809	NM_001349239	1657	Hs.181042	NM_005509	ENSG00000172869	DMXL1	-	Dmx like 1	protein-coding
master_peak_5112	chr5	116454733	116454733	+	130.887	NA	intron (NR_109879, intron 2 of 2)	intron (NR_109879, intron 2 of 2)	7235	NR_109879	101927233	Hs.732850	NR_109879	ENSG00000248445	SEMA6A-AS1	CTB-118N6.3	SEMA6A antisense RNA 1	ncRNA
master_peak_4811	chr5	109877776	109877776	+	130.548	NA	Intergenic	MIRc|SINE|MIR	-5406	NR_033175	100289673	Hs.368405	NR_033175		LINC01848	-	long intergenic non-protein coding RNA 1848	ncRNA
master_peak_6837	chr5	149172674	149172674	+	130.477	NA	intron (NM_001370418, intron 1 of 18)	intron (NM_001370418, intron 1 of 18)	30943	NM_001301015	22885	Hs.49688	NM_014945	ENSG00000173210	ABLIM3	HMFN1661	actin binding LIM protein family member 3	protein-coding
master_peak_5313	chr5	122845935	122845935	+	130.231	NA	intron (NM_014035, intron 1 of 6)	CpG	322	NM_014035	28966	Hs.483200	NM_014035	ENSG00000064652	SNX24	PRO1284|SBBI31	sorting nexin 24	protein-coding
master_peak_4894	chr5	111830137	111830137	+	130.096	NA	intron (NM_001142474, intron 2 of 3)	MER30|DNA|hAT-Charlie	-71919	NM_001142476	9315	Hs.36053	NM_004772	ENSG00000134986	NREP	C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17	neuronal regeneration related protein	protein-coding
master_peak_1172	chr5	23085232	23085232	+	129.905	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-231888	NM_004061	1010	Hs.113684	NM_004061	ENSG00000154162	CDH12	CDHB	cadherin 12	protein-coding
master_peak_7035	chr5	151203186	151203186	+	129.877	NA	intron (NM_015621, intron 2 of 8)	MIR|SINE|MIR	-8948	NR_160730	105378230		NR_160730		LOC105378230	-	uncharacterized LOC105378230	ncRNA
master_peak_487	chr5	9188473	9188473	+	129.786	NA	intron (NM_003966, intron 11 of 22)	intron (NM_003966, intron 11 of 22)	-134578	NR_039779	100616326		NR_039779	ENSG00000266415	MIR4636	mir-4636	microRNA 4636	ncRNA
master_peak_8333	chr5	177997716	177997716	+	129.738	NA	Intergenic	MLT1A|LTR|ERVL-MaLR	-1474	NM_006261	5626	Hs.158301	NM_006261	ENSG00000175325	PROP1	CPHD2|PROP-1	PROP paired-like homeobox 1	protein-coding
master_peak_3277	chr5	74649147	74649147	+	129.693	NA	intron (NM_001292004, intron 1 of 13)	intron (NM_001292004, intron 1 of 13)	-7723	NM_001256575	8507	Hs.104925	NM_003633	ENSG00000171617	ENC1	CCL28|ENC-1|KLHL35|KLHL37|NRPB|PIG10|TP53I10	ectodermal-neural cortex 1	protein-coding
master_peak_202	chr5	2149459	2149459	+	129.483	NA	Intergenic	Intergenic	162742	NR_104616	100506858	Hs.445071	NR_104616		LOC100506858	-	uncharacterized LOC100506858	ncRNA
master_peak_1311	chr5	30050842	30050842	+	129.466	NA	Intergenic	MLT1E|LTR|ERVL-MaLR	170282	NR_134264	105374704	Hs.151157	NR_134264		LOC105374704	-	uncharacterized LOC105374704	ncRNA
master_peak_2490	chr5	58274533	58274533	+	129.261	NA	Intergenic	Intergenic	-152192	NR_104669	101928569	Hs.319708	NR_104669		LINC02101	-	long intergenic non-protein coding RNA 2101	ncRNA
master_peak_7032	chr5	151157983	151157983	+	129.199	NA	promoter-TSS (NM_001155)	promoter-TSS (NM_001155)	-204	NM_001155	309	Hs.412117	NM_001155	ENSG00000197043	ANXA6	ANX6|CBP68|CPB-II|p68|p70	annexin A6	protein-coding
master_peak_3120	chr5	72363597	72363597	+	129.165	NA	3' UTR (NM_001284403, exon 7 of 7)	3' UTR (NM_001284403, exon 7 of 7)	43224	NM_001284403	79810	Hs.126906	NM_024754	ENSG00000049883	PTCD2	-	pentatricopeptide repeat domain 2	protein-coding
master_peak_7412	chr5	159582274	159582274	+	129.137	NA	Intergenic	Intergenic	-115998	NR_027110	285627	Hs.552766	NR_027110	ENSG00000253298	LINC01845	-	long intergenic non-protein coding RNA 1845	ncRNA
master_peak_3783	chr5	85049488	85049488	+	129.088	NA	Intergenic	L1PA15-16|LINE|L1	-664608	NM_005711	10085	Hs.482730	NM_005711	ENSG00000164176	EDIL3	DEL1	EGF like repeats and discoidin domains 3	protein-coding
master_peak_5704	chr5	131610740	131610740	+	129.057	NA	intron (NM_016340, intron 1 of 27)	ERV3-16A3_I-int|LTR|ERVL	24489	NM_001164386	51735	Hs.483329	NM_016340	ENSG00000158987	RAPGEF6	KIA001LB|PDZ-GEF2|PDZGEF2|RA-GEF-2|RAGEF2	Rap guanine nucleotide exchange factor 6	protein-coding
master_peak_3768	chr5	84564668	84564668	+	128.819	NA	Intergenic	Intergenic	-179788	NM_005711	10085	Hs.482730	NM_005711	ENSG00000164176	EDIL3	DEL1	EGF like repeats and discoidin domains 3	protein-coding
master_peak_1901	chr5	41246797	41246797	+	128.762	NA	intron (NM_001115131, intron 1 of 17)	intron (NM_001115131, intron 1 of 17)	14672	NM_001115131	729	Hs.481992	NM_000065	ENSG00000039537	C6	-	complement C6	protein-coding
master_peak_253	chr5	4387662	4387662	+	128.737	NA	Intergenic	Intergenic	-385819	NR_104619	101929153	Hs.385526	NR_104619	ENSG00000249521	LINC02114	-	long intergenic non-protein coding RNA 2114	ncRNA
master_peak_956	chr5	16971208	16971208	+	128.693	NA	Intergenic	AluJr|SINE|Alu	-34920	NM_012334	4651	Hs.481720	NM_012334	ENSG00000145555	MYO10	-	myosin X	protein-coding
master_peak_6940	chr5	150209258	150209258	+	128.692	NA	intron (NM_014228, intron 13 of 13)	intron (NM_014228, intron 13 of 13)	19196	NM_014228	6534	Hs.241597	NM_014228	ENSG00000011083	SLC6A7	PROT	solute carrier family 6 member 7	protein-coding
master_peak_6360	chr5	141494318	141494318	+	128.426	NA	intron (NM_018929, intron 1 of 3)	intron (NM_018929, intron 1 of 3)	5077	NM_032407	56097	Hs.368160	NM_018929	ENSG00000240764	PCDHGC5	PCDH-GAMMA-C5	protocadherin gamma subfamily C, 5	protein-coding
master_peak_8319	chr5	177607793	177607793	+	128.414	NA	intron (NM_007255, intron 3 of 5)	intron (NM_007255, intron 3 of 5)	7661	NM_007255	11285	Hs.455109	NM_007255	ENSG00000027847	B4GALT7	EDSP1|EDSSLA|EDSSPD1|XGALT1|XGPT|XGPT1	beta-1,4-galactosyltransferase 7	protein-coding
master_peak_5433	chr5	125266524	125266524	+	128.263	NA	intron (NR_109882, intron 4 of 5)	intron (NR_109882, intron 4 of 5)	-226737	NR_109887	101927460	Hs.407582	NR_109887	ENSG00000260192	LINC02240	-	long intergenic non-protein coding RNA 2240	ncRNA
master_peak_6963	chr5	150410126	150410126	+	128.216	NA	intron (NR_157074, intron 1 of 6)	intron (NR_157074, intron 1 of 6)	2630	NM_001364084	972	Hs.436568	NM_004355	ENSG00000019582	CD74	DHLAG|HLADG|II|Ia-GAMMA|p33	CD74 molecule	protein-coding
master_peak_8133	chr5	174724757	174724757	+	128.135	NA	exon (NM_001363626, exon 1 of 2)	exon (NM_001363626, exon 1 of 2)	175	NM_002449	4488	Hs.89404	NM_002449	ENSG00000120149	MSX2	CRS2|FPP|HOX8|MSH|PFM|PFM1	msh homeobox 2	protein-coding
master_peak_5188	chr5	119796143	119796143	+	128.093	NA	Intergenic	LTR8|LTR|ERV1	166584	NM_001163991	340069	Hs.713304	NM_182761	ENSG00000164334	FAM170A	ZNFD	family with sequence similarity 170 member A	protein-coding
master_peak_4474	chr5	100595838	100595838	+	127.917	NA	Intergenic	MLT1G1|LTR|ERVL-MaLR	60464	NM_198507	345757	Hs.356108	NM_198507	ENSG00000174132	FAM174A	HGS_RE408|NS5ATP6|TMEM157|UNQ1912	family with sequence similarity 174 member A	protein-coding
